일시,지점,지점명,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위),강수량(mm),증기압(hPa),해면기압(hPa),일조(hr),중하층운량(10분위)
2015-01-04 19:00,152,울산,7.4,2.0,70,50,,,5.2,1017.8,,
2015-01-04 20:00,152,울산,5.5,0.5,290,55,,,5.0,1018.4,,
2015-01-04 21:00,152,울산,4.2,2.6,290,62,0,,5.1,1018.7,,0
2015-01-04 22:00,152,울산,3.9,1.4,320,62,,,5.0,1019.4,,
2015-01-04 23:00,152,울산,4.0,1.3,340,62,,,5.0,1019.3,,
2015-01-05 00:00,152,울산,1.6,1.4,250,70,0,,4.8,1019.7,,0
2015-01-05 01:00,152,울산,2.0,2.8,290,71,,,5.0,1019.9,,
2015-01-05 02:00,152,울산,0.9,0.8,270,75,,,4.9,1020.1,,
2015-01-05 03:00,152,울산,0.5,0.8,320,76,0,,4.8,1021.0,,0
2015-01-05 04:00,152,울산,0.2,1.4,290,77,0,,4.8,1021.1,,0
2015-01-05 05:00,152,울산,-0.7,1.6,250,80,0,,4.6,1021.2,,0
2015-01-05 06:00,152,울산,-0.8,0.8,270,81,0,,4.7,1021.4,,0
2015-01-05 07:00,152,울산,-1.0,1.1,270,82,1,,4.7,1021.3,,0
2015-01-05 08:00,152,울산,-0.8,0.9,230,81,3,,4.7,1021.3,0.0,0
2015-01-05 09:00,152,울산,0.8,0.5,90,77,7,,5.0,1021.2,0.3,0
2015-01-05 10:00,152,울산,2.8,1.0,270,69,7,,5.2,1020.8,0.4,0
2015-01-05 11:00,152,울산,6.6,0.8,110,55,6,,5.4,1020.9,0.9,0
2015-01-05 12:00,152,울산,11.5,0.3,0,43,6,,5.8,1019.6,1.0,0
2015-01-05 13:00,152,울산,11.4,0.6,270,43,8,,5.8,1018.5,1.0,0
2015-01-05 14:00,152,울산,12.1,1.2,110,44,8,,6.2,1017.3,0.6,0
2015-01-05 15:00,152,울산,12.4,1.2,200,47,8,,6.7,1016.8,0.2,0
2015-01-05 16:00,152,울산,12.1,2.8,230,49,8,,6.9,1016.5,0.3,0
2015-01-05 17:00,152,울산,11.4,3.1,230,58,7,,7.8,1016.3,0.0,3
2015-01-05 18:00,152,울산,10.8,2.2,250,61,7,,7.8,1016.2,0.0,5
2015-01-05 19:00,152,울산,10.4,0.9,270,63,,,7.9,1015.3,,
2015-01-05 20:00,152,울산,10.4,2.8,270,66,,,8.3,1015.0,,
2015-01-05 21:00,152,울산,10.5,1.5,250,67,10,,8.5,1013.3,,4
2015-01-05 22:00,152,울산,10.6,1.3,250,71,10,,9.0,1012.5,,6
2015-01-05 23:00,152,울산,10.6,0.7,290,74,10,,9.4,1011.0,,6
2015-01-06 00:00,152,울산,9.5,0.3,0,83,10,0.2,9.8,1009.3,,6
2015-01-06 01:00,152,울산,9.5,1.0,320,92,,,10.9,1008.3,,7
2015-01-06 02:00,152,울산,9.3,0.2,0,95,,,11.1,1006.8,,7
2015-01-06 03:00,152,울산,9.3,0.8,290,97,,10.1,11.3,1005.4,,7
2015-01-06 04:00,152,울산,9.0,0.9,290,97,,,11.1,1004.4,,6
2015-01-06 05:00,152,울산,8.4,3.0,90,96,,,10.5,1005.0,,5
2015-01-06 06:00,152,울산,8.9,2.9,340,88,9,0.8,10.0,1005.7,,9
2015-01-06 07:00,152,울산,7.6,3.2,50,82,6,,8.5,1006.4,,6
2015-01-06 08:00,152,울산,8.4,5.0,320,64,3,,7.0,1007.2,0.0,3
2015-01-06 09:00,152,울산,8.2,4.2,320,53,3,,5.8,1008.6,0.5,3
2015-01-06 10:00,152,울산,8.1,6.4,320,42,0,,4.5,1009.5,,0
2015-01-06 11:00,152,울산,8.1,6.6,320,38,0,,4.1,1009.7,,0
2015-01-06 12:00,152,울산,8.5,6.9,320,33,0,,3.7,1009.6,,0
2015-01-06 13:00,152,울산,8.9,6.2,320,25,0,,2.8,1009.6,,0
2015-01-06 14:00,152,울산,8.3,6.8,290,23,0,,2.5,1010.4,,0
2015-01-06 15:00,152,울산,8.5,4.4,320,20,0,,2.2,1011.1,,0
2015-01-06 16:00,152,울산,7.6,4.4,290,18,0,,1.9,1012.3,,0
2015-01-06 17:00,152,울산,6.4,5.6,340,19,0,,1.8,1013.6,,0
2015-01-06 18:00,152,울산,4.9,3.8,320,21,0,,1.8,1013.9,0.2,0
2015-01-06 19:00,152,울산,3.8,1.3,340,24,,,1.9,1014.8,,
2015-01-06 20:00,152,울산,2.9,2.1,50,26,,,2.0,1014.9,,
2015-01-06 21:00,152,울산,2.4,2.6,,25,5,,1.8,1015.1,,0
2015-01-06 22:00,152,울산,1.7,2.0,340,26,,,1.8,1015.2,,
2015-01-06 23:00,152,울산,1.5,3.7,20,24,,,1.6,1015.1,,
2015-01-07 00:00,152,울산,0.9,4.2,340,25,7,,1.6,1014.7,,0
2015-01-07 01:00,152,울산,0.0,3.5,340,29,,,1.8,1015.3,,
2015-01-07 02:00,152,울산,-0.4,4.1,50,29,,,1.7,1016.0,,
2015-01-07 03:00,152,울산,-0.4,5.3,360,26,7,,1.5,1016.0,,0
2015-01-07 04:00,152,울산,-0.6,6.2,340,25,7,,1.5,1015.7,,0
2015-01-07 05:00,152,울산,-0.9,2.9,360,24,4,,1.4,1015.7,,0
2015-01-07 06:00,152,울산,-2.7,1.5,50,32,3,,1.6,1016.6,,0
2015-01-07 07:00,152,울산,-2.6,2.7,360,27,2,,1.4,1017.0,,0
2015-01-07 08:00,152,울산,-3.8,4.3,20,32,2,,1.5,1017.5,0.0,0
2015-01-07 09:00,152,울산,-2.2,4.1,320,22,1,,1.1,1018.1,0.7,0
2015-01-07 10:00,152,울산,-1.2,3.9,340,20,1,,1.1,1018.9,1.0,0
2015-01-07 11:00,152,울산,0.6,2.8,340,17,1,,1.1,1019.3,1.0,0
2015-01-07 12:00,152,울산,1.7,3.0,340,18,1,,1.2,1018.2,1.0,0
2015-01-07 13:00,152,울산,2.8,2.8,360,17,1,,1.3,1017.4,1.0,0
2015-01-07 14:00,152,울산,2.6,4.6,50,18,1,,1.3,1017.4,1.0,0
2015-01-07 15:00,152,울산,3.3,3.9,20,18,5,,1.4,1018.0,1.0,0
2015-01-07 16:00,152,울산,2.8,3.8,20,18,2,,1.3,1018.7,1.0,0
2015-01-07 17:00,152,울산,1.6,2.3,360,21,2,,1.4,1019.6,0.6,0
2015-01-07 18:00,152,울산,0.4,1.7,340,24,2,,1.5,1020.5,0.0,0
2015-01-07 19:00,152,울산,0.0,1.3,20,25,,,1.5,1021.1,,
2015-01-07 20:00,152,울산,-0.8,1.0,340,27,,,1.6,1021.5,,
2015-01-07 21:00,152,울산,-0.9,3.0,340,27,0,,1.5,1022.0,,0
2015-01-07 22:00,152,울산,-1.3,3.0,320,30,,,1.7,1022.2,,
2015-01-07 23:00,152,울산,-2.1,1.7,340,32,,,1.7,1022.4,,
2015-01-08 00:00,152,울산,-2.3,0.4,0,33,0,,1.7,1022.3,,0
2015-01-08 01:00,152,울산,-2.5,1.2,20,33,,,1.7,1022.5,,
2015-01-08 02:00,152,울산,-3.1,0.3,0,35,,,1.7,1023.0,,
2015-01-08 03:00,152,울산,-3.1,0.8,290,35,0,,1.7,1023.1,,0
2015-01-08 04:00,152,울산,-3.5,1.0,320,39,0,,1.8,1023.0,,0
2015-01-08 05:00,152,울산,-3.6,1.2,290,40,0,,1.9,1023.0,,0
2015-01-08 06:00,152,울산,-3.9,1.5,320,41,0,,1.9,1023.6,,0
2015-01-08 07:00,152,울산,-4.1,1.8,320,42,0,,1.9,1023.9,,0
2015-01-08 08:00,152,울산,-4.3,1.6,320,42,0,,1.9,1024.4,0.0,0
2015-01-08 09:00,152,울산,-2.7,1.2,290,38,0,,1.9,1025.0,0.8,0
2015-01-08 10:00,152,울산,-0.4,1.8,360,32,0,,1.9,1025.1,1.0,0
2015-01-08 11:00,152,울산,1.8,1.5,50,28,0,,1.9,1024.1,1.0,0
2015-01-08 12:00,152,울산,3.3,2.5,360,19,0,,1.5,1022.5,1.0,0
2015-01-08 13:00,152,울산,4.9,3.0,320,16,0,,1.4,1021.5,1.0,0
2015-01-08 14:00,152,울산,5.6,3.9,340,14,0,,1.3,1021.1,1.0,0
2015-01-08 15:00,152,울산,5.8,4.1,20,14,0,,1.3,1021.1,1.0,0
2015-01-08 16:00,152,울산,5.7,3.0,360,16,0,,1.5,1021.7,1.0,0
2015-01-08 17:00,152,울산,4.7,3.4,360,17,0,,1.5,1022.3,1.0,0
2015-01-08 18:00,152,울산,3.2,2.6,20,21,0,,1.6,1022.4,0.2,0
2015-01-08 19:00,152,울산,3.1,3.6,340,21,,,1.6,1022.7,,
2015-01-08 20:00,152,울산,2.5,1.8,340,23,,,1.7,1023.0,,
2015-01-08 21:00,152,울산,1.9,2.3,20,24,0,,1.7,1022.7,,0
2015-01-08 22:00,152,울산,1.7,2.4,20,27,,,1.9,1022.8,,
2015-01-08 23:00,152,울산,-0.1,0.9,290,37,,,2.3,1023.1,,
2015-01-09 00:00,152,울산,0.1,2.4,50,36,0,,2.2,1023.0,,0
2015-01-09 01:00,152,울산,0.8,2.7,360,35,,,2.3,1022.8,,
2015-01-09 02:00,152,울산,0.9,2.7,360,36,,,2.3,1023.3,,
2015-01-09 03:00,152,울산,0.6,2.6,340,37,0,,2.4,1023.5,,0
2015-01-09 04:00,152,울산,0.1,1.4,90,39,0,,2.4,1023.3,,0
2015-01-09 05:00,152,울산,1.0,2.3,20,31,0,,2.0,1023.3,,0
2015-01-09 06:00,152,울산,0.1,1.9,110,38,0,,2.3,1023.6,,0
2015-01-09 07:00,152,울산,0.2,3.2,320,38,0,,2.4,1023.7,,0
2015-01-09 08:00,152,울산,0.1,4.2,340,42,0,,2.6,1024.1,0.0,0
2015-01-09 09:00,152,울산,1.1,4.2,340,38,0,,2.5,1024.5,0.8,0
2015-01-09 10:00,152,울산,2.4,4.1,320,32,0,,2.3,1024.6,1.0,0
2015-01-09 11:00,152,울산,3.4,6.5,320,32,0,,2.5,1024.2,1.0,0
2015-01-09 12:00,152,울산,4.3,7.8,320,34,0,,2.8,1023.0,1.0,0
2015-01-09 13:00,152,울산,5.4,5.3,320,35,0,,3.1,1022.2,1.0,0
2015-01-09 14:00,152,울산,6.1,4.3,320,35,0,,3.3,1021.6,1.0,0
2015-01-09 15:00,152,울산,6.7,3.9,340,34,0,,3.3,1021.5,1.0,0
2015-01-09 16:00,152,울산,6.4,3.6,320,34,0,,3.3,1021.6,1.0,0
2015-01-09 17:00,152,울산,5.2,3.4,320,36,0,,3.2,1021.9,0.9,0
2015-01-09 18:00,152,울산,4.0,2.3,320,39,0,,3.2,1022.3,0.0,0
2015-01-09 19:00,152,울산,3.6,3.0,320,41,,,3.2,1022.7,,
2015-01-09 20:00,152,울산,3.1,2.8,320,44,,,3.4,1022.5,,
2015-01-09 21:00,152,울산,2.5,2.5,320,44,0,,3.2,1022.4,,0
2015-01-09 22:00,152,울산,2.2,2.5,320,47,,,3.4,1022.0,,
2015-01-09 23:00,152,울산,1.9,2.7,320,50,,,3.5,1021.9,,
2015-01-10 00:00,152,울산,1.8,2.6,340,50,0,,3.5,1021.9,,0
2015-01-10 01:00,152,울산,1.6,2.2,340,50,,,3.4,1022.0,,
2015-01-10 02:00,152,울산,1.9,2.5,340,48,,,3.4,1022.3,,
2015-01-10 03:00,152,울산,2.0,2.9,340,46,0,,3.2,1022.7,,0
2015-01-10 04:00,152,울산,1.6,2.8,320,47,0,,3.2,1022.7,,0
2015-01-10 05:00,152,울산,1.4,3.7,290,46,0,,3.1,1022.0,,0
2015-01-10 06:00,152,울산,1.3,5.1,320,43,0,,2.9,1021.9,,0
2015-01-10 07:00,152,울산,1.4,1.7,20,41,0,,2.8,1022.4,,0
2015-01-10 08:00,152,울산,0.7,1.7,140,47,0,,3.0,1023.1,0.0,0
2015-01-10 09:00,152,울산,2.6,1.9,320,38,0,,2.8,1023.8,0.8,0
2015-01-10 10:00,152,울산,4.6,1.2,340,34,0,,2.9,1023.9,1.0,0
2015-01-10 11:00,152,울산,5.3,4.5,340,32,0,,2.8,1023.3,1.0,0
2015-01-10 12:00,152,울산,6.4,5.1,320,26,0,,2.5,1022.5,1.0,0
2015-01-10 13:00,152,울산,6.5,5.8,320,24,0,,2.3,1021.9,1.0,0
2015-01-10 14:00,152,울산,7.3,3.6,340,21,0,,2.1,1021.4,1.0,0
2015-01-10 15:00,152,울산,8.2,4.0,340,20,0,,2.2,1021.2,1.0,0
2015-01-10 16:00,152,울산,7.9,3.3,340,20,0,,2.1,1021.4,1.0,0
2015-01-10 17:00,152,울산,7.4,2.2,340,21,0,,2.2,1021.7,1.0,0
2015-01-10 18:00,152,울산,5.6,1.6,340,26,0,,2.4,1022.1,0.2,0
2015-01-10 19:00,152,울산,4.7,1.7,320,30,,,2.6,1022.6,,
2015-01-10 20:00,152,울산,4.6,2.2,340,31,,,2.6,1022.6,,
2015-01-10 21:00,152,울산,2.6,0.8,270,42,0,,3.1,1022.7,,0
2015-01-10 22:00,152,울산,0.9,2.0,290,46,,,3.0,1022.6,,
2015-01-10 23:00,152,울산,0.2,0.7,270,52,,,3.2,1022.2,,
2015-01-11 00:00,152,울산,-0.6,0.4,0,51,0,,3.0,1021.9,,0
2015-01-11 01:00,152,울산,-1.2,0.9,290,55,,,3.1,1021.7,,
2015-01-11 02:00,152,울산,-1.8,0.8,320,57,,,3.0,1021.8,,
2015-01-11 03:00,152,울산,-1.9,1.0,270,60,0,,3.2,1021.4,,0
2015-01-11 04:00,152,울산,-2.5,0.3,0,64,0,,3.3,1020.8,,0
2015-01-11 05:00,152,울산,-2.6,0.8,290,62,0,,3.1,1020.5,,0
2015-01-11 06:00,152,울산,-2.8,0.7,290,64,0,,3.2,1020.2,,0
2015-01-11 07:00,152,울산,-2.9,0.6,290,64,0,,3.2,1020.3,,0
2015-01-11 08:00,152,울산,-2.8,0.8,290,65,0,,3.2,1020.3,0.0,0
2015-01-11 09:00,152,울산,-1.3,0.3,0,65,0,,3.6,1020.8,0.2,0
2015-01-11 10:00,152,울산,2.4,0.7,140,51,0,,3.7,1020.9,,0
2015-01-11 11:00,152,울산,6.9,5.3,270,43,0,,4.3,1020.7,,0
2015-01-11 12:00,152,울산,8.0,6.7,270,35,0,,3.8,1019.2,,0
2015-01-11 13:00,152,울산,8.8,7.0,270,28,0,,3.2,1018.3,,0
2015-01-11 14:00,152,울산,9.7,5.0,290,22,0,,2.6,1018.3,,0
2015-01-11 15:00,152,울산,8.9,6.0,320,21,0,,2.4,1019.3,,0
2015-01-11 16:00,152,울산,7.0,6.9,320,17,0,,1.7,1020.7,,0
2015-01-11 17:00,152,울산,5.9,5.3,320,19,0,,1.8,1021.6,,0
2015-01-11 18:00,152,울산,4.6,1.3,50,22,0,,1.9,1022.8,0.2,0
2015-01-11 19:00,152,울산,3.8,0.9,70,24,,,1.9,1023.6,,
2015-01-11 20:00,152,울산,3.1,0.8,90,25,,,1.9,1024.3,,
2015-01-11 21:00,152,울산,2.2,1.4,50,26,0,,1.9,1025.2,,0
2015-01-11 22:00,152,울산,2.2,1.2,90,27,,,1.9,1025.7,,
2015-01-11 23:00,152,울산,1.6,2.5,340,28,,,1.9,1026.1,,
2015-01-12 00:00,152,울산,1.1,4.8,340,31,0,,2.1,1026.6,,0
2015-01-12 01:00,152,울산,0.4,6.6,320,36,,,2.3,1027.1,,
2015-01-12 02:00,152,울산,-0.2,3.6,340,40,,,2.4,1027.9,,
2015-01-12 03:00,152,울산,-0.7,1.5,340,42,0,,2.4,1028.8,,0
2015-01-12 04:00,152,울산,-0.8,2.2,340,45,0,,2.6,1029.4,,0
2015-01-12 05:00,152,울산,-1.1,2.5,320,46,0,,2.6,1030.2,,0
2015-01-12 06:00,152,울산,-1.8,1.5,290,49,0,,2.6,1031.3,,0
2015-01-12 07:00,152,울산,-2.1,1.4,320,50,0,,2.6,1031.6,,0
2015-01-12 08:00,152,울산,-2.2,1.8,360,51,0,,2.7,1032.5,0.0,0
2015-01-12 09:00,152,울산,-0.7,0.4,0,46,0,,2.7,1033.3,0.7,0
2015-01-12 10:00,152,울산,0.9,2.1,340,42,0,,2.8,1033.9,1.0,0
2015-01-12 11:00,152,울산,3.1,2.6,20,38,0,,2.9,1033.7,1.0,0
2015-01-12 12:00,152,울산,5.0,2.9,20,35,0,,3.0,1033.4,1.0,0
2015-01-12 13:00,152,울산,6.2,2.6,20,32,0,,3.0,1032.7,1.0,0
2015-01-12 14:00,152,울산,7.0,1.7,360,31,0,,3.1,1032.8,1.0,0
2015-01-12 15:00,152,울산,7.2,2.2,360,31,0,,3.1,1032.8,1.0,0
2015-01-12 16:00,152,울산,7.1,3.1,20,34,0,,3.4,1033.1,1.0,0
2015-01-12 17:00,152,울산,5.8,2.4,50,41,0,,3.8,1033.4,1.0,0
2015-01-12 18:00,152,울산,4.4,2.1,50,45,0,,3.8,1034.1,0.2,0
2015-01-12 19:00,152,울산,3.9,1.8,360,47,,,3.8,1034.4,,
2015-01-12 20:00,152,울산,2.9,2.0,320,52,,,3.9,1034.3,,
2015-01-12 21:00,152,울산,1.9,2.3,320,55,5,,3.8,1034.7,,5
2015-01-12 22:00,152,울산,2.3,2.2,320,55,,,4.0,1035.4,,
2015-01-12 23:00,152,울산,2.0,0.6,290,56,,,4.0,1035.3,,
2015-01-13 00:00,152,울산,1.4,0.7,320,60,4,,4.1,1035.0,,4
2015-01-13 01:00,152,울산,0.7,1.0,250,62,,,4.0,1034.8,,
2015-01-13 02:00,152,울산,-0.2,1.5,290,66,,,4.0,1035.1,,
2015-01-13 03:00,152,울산,-0.2,1.3,290,66,3,,4.0,1036.0,,3
2015-01-13 04:00,152,울산,-0.7,1.8,290,69,3,,4.0,1035.7,,3
2015-01-13 05:00,152,울산,-1.3,0.4,0,70,2,,3.9,1035.1,,2
2015-01-13 06:00,152,울산,-1.5,0.9,270,71,2,,3.9,1035.4,,2
2015-01-13 07:00,152,울산,-2.0,0.9,250,75,0,,4.0,1035.5,,0
2015-01-13 08:00,152,울산,-2.0,0.7,320,78,1,,4.1,1036.1,0.0,0
2015-01-13 09:00,152,울산,0.2,0.4,0,70,0,,4.3,1036.3,0.8,0
2015-01-13 10:00,152,울산,2.9,0.8,250,57,0,,4.3,1036.1,1.0,0
2015-01-13 11:00,152,울산,6.4,0.4,0,47,3,,4.5,1035.6,1.0,0
2015-01-13 12:00,152,울산,8.6,0.8,110,37,3,,4.2,1034.5,1.0,0
2015-01-13 13:00,152,울산,9.3,1.9,250,35,3,,4.1,1032.8,1.0,0
2015-01-13 14:00,152,울산,10.4,2.2,250,30,3,,3.8,1031.8,1.0,0
2015-01-13 15:00,152,울산,9.8,3.1,140,37,4,,4.5,1032.0,1.0,0
2015-01-13 16:00,152,울산,9.0,2.6,140,40,8,,4.6,1031.8,0.6,6
2015-01-13 17:00,152,울산,7.7,2.6,140,47,7,,4.9,1032.0,0.1,5
2015-01-13 18:00,152,울산,7.3,1.3,110,50,7,,5.1,1032.3,0.0,0
2015-01-13 19:00,152,울산,6.7,0.5,20,53,,,5.2,1032.5,,
2015-01-13 20:00,152,울산,5.5,0.1,0,57,,,5.2,1032.2,,
2015-01-13 21:00,152,울산,4.2,0.6,290,62,9,,5.1,1032.5,,0
2015-01-13 22:00,152,울산,3.6,0.3,0,65,,,5.2,1031.9,,
2015-01-13 23:00,152,울산,3.2,0.9,270,66,,,5.1,1031.8,,
2015-01-14 00:00,152,울산,2.9,0.3,0,67,9,,5.0,1031.2,,0
2015-01-14 01:00,152,울산,2.8,0.1,0,67,,,5.0,1030.8,,
2015-01-14 02:00,152,울산,3.1,0.4,0,67,,,5.1,1030.2,,
2015-01-14 03:00,152,울산,2.8,1.2,270,69,10,,5.2,1030.2,,10
