Forecast time,forecast,Temperature,rain,snow,Humidity,WindSpeed,WindDirection,Cloud
2021-12-01 14:00:00,13.0,-4.0,,,55.0,4.3,29.0,4.0
2021-12-01 14:00:00,16.0,-5.0,0.0,0.0,55.0,3.0,37.0,4.0
2021-12-01 14:00:00,19.0,-5.0,,,50.0,2.7,27.0,4.0
2021-12-01 14:00:00,22.0,-3.0,0.0,0.0,45.0,4.4,335.0,3.0
2021-12-01 14:00:00,25.0,-3.0,,,45.0,5.8,321.0,1.0
2021-12-01 14:00:00,28.0,-4.0,0.0,0.0,50.0,4.0,313.0,1.0
2021-12-01 14:00:00,31.0,-4.0,,,50.0,5.1,327.0,1.0
2021-12-01 14:00:00,34.0,-5.0,0.0,0.0,55.0,5.2,337.0,1.0
2021-12-01 14:00:00,37.0,-5.0,,,60.0,4.2,348.0,4.0
2021-12-01 14:00:00,40.0,-6.0,0.0,0.0,65.0,3.2,4.0,4.0
2021-12-01 14:00:00,43.0,-5.0,,,55.0,4.0,3.0,4.0
2021-12-01 14:00:00,46.0,-3.0,0.0,0.0,45.0,5.3,347.0,4.0
2021-12-01 14:00:00,49.0,-2.0,,,40.0,5.0,340.0,3.0
2021-12-01 14:00:00,52.0,-4.0,0.0,0.0,50.0,2.5,358.0,3.0
2021-12-01 14:00:00,55.0,-4.0,,,55.0,1.7,50.0,1.0
2021-12-01 14:00:00,58.0,-5.0,0.0,0.0,65.0,1.4,86.0,1.0
2021-12-01 17:00:00,4.0,-2.0,,,70.0,2.1,19.0,4.0
2021-12-01 17:00:00,7.0,-2.0,0.0,0.0,60.0,2.6,31.0,4.0
2021-12-01 17:00:00,10.0,-4.0,,,50.0,3.4,34.0,4.0
2021-12-01 17:00:00,13.0,-5.0,0.0,0.0,50.0,2.5,42.0,4.0
2021-12-01 17:00:00,16.0,-4.0,,,50.0,2.9,27.0,4.0
2021-12-01 17:00:00,19.0,-2.0,0.0,0.0,40.0,4.4,340.0,3.0
2021-12-01 17:00:00,22.0,-2.0,,,45.0,5.6,324.0,1.0
2021-12-01 17:00:00,25.0,-3.0,0.0,0.0,50.0,3.7,304.0,1.0
2021-12-01 17:00:00,28.0,-4.0,,,50.0,5.4,321.0,1.0
2021-12-01 17:00:00,31.0,-4.0,0.0,0.0,55.0,5.4,341.0,1.0
2021-12-01 17:00:00,34.0,-4.0,,,60.0,4.6,341.0,4.0
2021-12-01 17:00:00,37.0,-5.0,0.0,0.0,60.0,4.2,352.0,4.0
2021-12-01 17:00:00,40.0,-5.0,,,50.0,4.6,349.0,4.0
2021-12-01 17:00:00,43.0,-3.0,0.0,0.0,40.0,6.1,344.0,4.0
2021-12-01 17:00:00,46.0,-2.0,,,40.0,5.2,342.0,3.0
2021-12-01 17:00:00,49.0,-4.0,0.0,0.0,50.0,2.3,358.0,3.0
2021-12-01 17:00:00,52.0,-4.0,,,55.0,1.1,45.0,1.0
2021-12-01 17:00:00,55.0,-5.0,0.0,0.0,65.0,1.7,90.0,1.0
2021-12-01 20:00:00,4.0,-2.0,0.0,0.0,60.0,2.6,31.0,4.0
2021-12-01 20:00:00,7.0,-4.0,,,50.0,3.4,34.0,4.0
2021-12-01 20:00:00,10.0,-5.0,0.0,0.0,50.0,2.5,42.0,4.0
2021-12-01 20:00:00,13.0,-4.0,,,50.0,2.9,27.0,4.0
2021-12-01 20:00:00,16.0,-2.0,0.0,0.0,40.0,4.4,340.0,3.0
2021-12-01 20:00:00,19.0,-2.0,,,45.0,5.6,324.0,1.0
2021-12-01 20:00:00,22.0,-3.0,0.0,0.0,50.0,3.7,304.0,1.0
2021-12-01 20:00:00,25.0,-4.0,,,50.0,5.4,321.0,1.0
2021-12-01 20:00:00,28.0,-4.0,0.0,0.0,55.0,5.4,341.0,1.0
2021-12-01 20:00:00,31.0,-4.0,,,60.0,4.6,341.0,4.0
2021-12-01 20:00:00,34.0,-5.0,0.0,0.0,60.0,4.2,352.0,4.0
2021-12-01 20:00:00,37.0,-5.0,,,50.0,4.6,349.0,4.0
2021-12-01 20:00:00,40.0,-3.0,0.0,0.0,40.0,6.1,344.0,4.0
2021-12-01 20:00:00,43.0,-2.0,,,40.0,5.2,342.0,3.0
2021-12-01 20:00:00,46.0,-4.0,0.0,0.0,50.0,2.3,358.0,3.0
2021-12-01 20:00:00,49.0,-4.0,,,55.0,1.1,45.0,1.0
2021-12-01 20:00:00,52.0,-5.0,0.0,0.0,65.0,1.7,90.0,1.0
2021-12-01 23:00:00,4.0,-4.0,,,50.0,3.4,34.0,4.0
2021-12-01 23:00:00,7.0,-5.0,1.0,1.0,50.0,2.5,42.0,4.0
2021-12-01 23:00:00,10.0,-4.0,,,50.0,2.9,27.0,4.0
2021-12-01 23:00:00,13.0,-2.0,0.0,0.0,40.0,4.4,340.0,3.0
2021-12-01 23:00:00,16.0,-2.0,,,45.0,5.6,324.0,1.0
2021-12-01 23:00:00,19.0,-3.0,0.0,0.0,50.0,3.7,304.0,1.0
2021-12-01 23:00:00,22.0,-4.0,,,50.0,5.4,321.0,1.0
2021-12-01 23:00:00,25.0,-4.0,0.0,0.0,55.0,5.4,341.0,1.0
2021-12-01 23:00:00,28.0,-4.0,,,60.0,4.6,341.0,4.0
2021-12-01 23:00:00,31.0,-5.0,0.0,0.0,60.0,4.2,352.0,4.0
2021-12-01 23:00:00,34.0,-5.0,,,50.0,4.6,349.0,4.0
2021-12-01 23:00:00,37.0,-3.0,0.0,0.0,40.0,6.1,344.0,4.0
2021-12-01 23:00:00,40.0,-2.0,,,40.0,5.2,342.0,3.0
2021-12-01 23:00:00,43.0,-4.0,0.0,0.0,50.0,2.3,358.0,3.0
2021-12-01 23:00:00,46.0,-4.0,,,55.0,1.1,45.0,1.0
2021-12-01 23:00:00,49.0,-5.0,0.0,0.0,65.0,1.7,90.0,1.0
2021-12-02 02:00:00,4.0,-5.0,0.0,0.0,50.0,2.5,42.0,4.0
2021-12-02 02:00:00,7.0,-4.0,,,50.0,2.9,27.0,4.0
2021-12-02 02:00:00,10.0,-2.0,0.0,0.0,40.0,4.4,340.0,3.0
2021-12-02 02:00:00,13.0,-2.0,,,45.0,5.6,324.0,1.0
2021-12-02 02:00:00,16.0,-3.0,0.0,0.0,50.0,3.7,304.0,1.0
2021-12-02 02:00:00,19.0,-4.0,,,50.0,5.4,321.0,1.0
2021-12-02 02:00:00,22.0,-4.0,0.0,0.0,55.0,5.4,341.0,1.0
2021-12-02 02:00:00,25.0,-4.0,,,60.0,4.6,341.0,4.0
2021-12-02 02:00:00,28.0,-5.0,0.0,0.0,60.0,4.2,352.0,4.0
2021-12-02 02:00:00,31.0,-5.0,,,50.0,4.6,349.0,4.0
2021-12-02 02:00:00,34.0,-3.0,0.0,0.0,40.0,6.1,344.0,4.0
2021-12-02 02:00:00,37.0,-2.0,,,40.0,5.2,342.0,3.0
2021-12-02 02:00:00,40.0,-4.0,0.0,0.0,50.0,2.3,358.0,3.0
2021-12-02 02:00:00,43.0,-4.0,,,55.0,1.1,45.0,1.0
2021-12-02 02:00:00,46.0,-5.0,0.0,0.0,65.0,1.7,90.0,1.0
2021-12-02 05:00:00,4.0,-4.0,,,50.0,3.3,7.0,4.0
2021-12-02 05:00:00,7.0,-2.0,0.0,0.0,40.0,5.1,334.0,3.0
2021-12-02 05:00:00,10.0,-2.0,,,45.0,5.9,324.0,1.0
2021-12-02 05:00:00,13.0,-3.0,0.0,0.0,50.0,3.8,317.0,1.0
2021-12-02 05:00:00,16.0,-3.0,,,45.0,4.6,318.0,1.0
2021-12-02 05:00:00,19.0,-4.0,0.0,0.0,55.0,5.3,337.0,1.0
2021-12-02 05:00:00,22.0,-4.0,,,60.0,4.0,344.0,4.0
2021-12-02 05:00:00,25.0,-5.0,0.0,0.0,65.0,2.8,4.0,4.0
2021-12-02 05:00:00,28.0,-5.0,,,55.0,3.5,7.0,4.0
2021-12-02 05:00:00,31.0,-3.0,0.0,0.0,40.0,5.0,347.0,4.0
2021-12-02 05:00:00,34.0,-2.0,,,45.0,4.3,337.0,3.0
2021-12-02 05:00:00,37.0,-3.0,0.0,0.0,55.0,2.5,342.0,3.0
2021-12-02 05:00:00,40.0,-4.0,,,60.0,1.8,38.0,1.0
2021-12-02 05:00:00,43.0,-4.0,0.0,0.0,65.0,0.9,108.0,1.0
2021-12-02 05:00:00,46.0,-6.0,,,70.0,1.8,103.0,3.0
2021-12-02 05:00:00,49.0,-7.0,0.0,0.0,65.0,3.1,99.0,3.0
2021-12-02 05:00:00,52.0,-6.0,,,60.0,3.6,92.0,1.0
2021-12-02 05:00:00,55.0,-1.0,0.0,0.0,45.0,3.4,111.0,3.0
2021-12-02 05:00:00,58.0,1.0,,,45.0,2.2,72.0,3.0
2021-12-02 05:00:00,61.0,-1.0,0.0,0.0,65.0,2.2,69.0,3.0
2021-12-02 05:00:00,64.0,-1.0,,,75.0,3.8,22.0,4.0
2021-12-02 05:00:00,67.0,-2.0,1.0,1.0,80.0,3.9,24.0,4.0
2021-12-02 08:00:00,4.0,-2.0,0.0,0.0,40.0,5.1,334.0,3.0
2021-12-02 08:00:00,7.0,-2.0,,,45.0,5.9,324.0,1.0
2021-12-02 08:00:00,10.0,-3.0,0.0,0.0,50.0,3.8,317.0,1.0
2021-12-02 08:00:00,13.0,-3.0,,,45.0,4.6,318.0,1.0
2021-12-02 08:00:00,16.0,-4.0,0.0,0.0,55.0,5.3,337.0,1.0
2021-12-02 08:00:00,19.0,-4.0,,,60.0,4.0,344.0,4.0
2021-12-02 08:00:00,22.0,-5.0,0.0,0.0,65.0,2.8,4.0,4.0
2021-12-02 08:00:00,25.0,-5.0,,,55.0,3.5,7.0,4.0
2021-12-02 08:00:00,28.0,-3.0,0.0,0.0,40.0,5.0,347.0,4.0
2021-12-02 08:00:00,31.0,-2.0,,,45.0,4.3,337.0,3.0
2021-12-02 08:00:00,34.0,-3.0,0.0,0.0,55.0,2.5,342.0,3.0
2021-12-02 08:00:00,37.0,-4.0,,,60.0,1.8,38.0,1.0
2021-12-02 08:00:00,40.0,-4.0,0.0,0.0,65.0,0.9,108.0,1.0
2021-12-02 08:00:00,43.0,-6.0,,,70.0,1.8,103.0,3.0
2021-12-02 08:00:00,46.0,-7.0,0.0,0.0,65.0,3.1,99.0,3.0
2021-12-02 08:00:00,49.0,-6.0,,,60.0,3.6,92.0,1.0
2021-12-02 08:00:00,52.0,-1.0,0.0,0.0,45.0,3.4,111.0,3.0
2021-12-02 08:00:00,55.0,1.0,,,45.0,2.2,72.0,3.0
2021-12-02 08:00:00,58.0,-1.0,0.0,0.0,65.0,2.2,69.0,3.0
2021-12-02 08:00:00,61.0,-1.0,,,75.0,3.8,22.0,4.0
2021-12-02 08:00:00,64.0,-2.0,1.0,1.0,80.0,3.9,24.0,4.0
2021-12-02 11:00:00,4.0,-2.0,,,45.0,5.9,324.0,1.0
2021-12-02 11:00:00,7.0,-3.0,0.0,0.0,50.0,3.8,317.0,1.0
2021-12-02 11:00:00,10.0,-3.0,,,45.0,4.6,318.0,1.0
2021-12-02 11:00:00,13.0,-4.0,0.0,0.0,55.0,5.3,337.0,1.0
2021-12-02 11:00:00,16.0,-4.0,,,60.0,4.0,344.0,4.0
2021-12-02 11:00:00,19.0,-5.0,0.0,0.0,65.0,2.8,4.0,4.0
2021-12-02 11:00:00,22.0,-5.0,,,55.0,3.5,7.0,4.0
2021-12-02 11:00:00,25.0,-3.0,0.0,0.0,40.0,5.0,347.0,4.0
2021-12-02 11:00:00,28.0,-2.0,,,45.0,4.3,337.0,3.0
2021-12-02 11:00:00,31.0,-3.0,0.0,0.0,55.0,2.5,342.0,3.0
2021-12-02 11:00:00,34.0,-4.0,,,60.0,1.8,38.0,1.0
2021-12-02 11:00:00,37.0,-4.0,0.0,0.0,65.0,0.9,108.0,1.0
2021-12-02 11:00:00,40.0,-6.0,,,70.0,1.8,103.0,3.0
2021-12-02 11:00:00,43.0,-7.0,0.0,0.0,65.0,3.1,99.0,3.0
2021-12-02 11:00:00,46.0,-6.0,,,60.0,3.6,92.0,1.0
2021-12-02 11:00:00,49.0,-1.0,0.0,0.0,45.0,3.4,111.0,3.0
2021-12-02 11:00:00,52.0,1.0,,,45.0,2.2,72.0,3.0
2021-12-02 11:00:00,55.0,-1.0,0.0,0.0,65.0,2.2,69.0,3.0
2021-12-02 11:00:00,58.0,-1.0,,,75.0,3.8,22.0,4.0
2021-12-02 11:00:00,61.0,-2.0,1.0,1.0,80.0,3.9,24.0,4.0
2021-12-02 14:00:00,4.0,-3.0,0.0,0.0,50.0,3.8,317.0,1.0
2021-12-02 14:00:00,7.0,-3.0,,,45.0,4.6,318.0,1.0
2021-12-02 14:00:00,10.0,-4.0,0.0,0.0,55.0,5.3,337.0,1.0
2021-12-02 14:00:00,13.0,-4.0,,,60.0,4.0,344.0,4.0
2021-12-02 14:00:00,16.0,-5.0,0.0,0.0,65.0,2.8,4.0,4.0
2021-12-02 14:00:00,19.0,-5.0,,,55.0,3.5,7.0,4.0
2021-12-02 14:00:00,22.0,-3.0,0.0,0.0,40.0,5.0,347.0,4.0
2021-12-02 14:00:00,25.0,-2.0,,,45.0,4.3,337.0,3.0
2021-12-02 14:00:00,28.0,-3.0,0.0,0.0,55.0,2.5,342.0,3.0
2021-12-02 14:00:00,31.0,-4.0,,,60.0,1.8,38.0,1.0
2021-12-02 14:00:00,34.0,-4.0,0.0,0.0,65.0,0.9,108.0,1.0
2021-12-02 14:00:00,37.0,-6.0,,,70.0,1.8,103.0,3.0
2021-12-02 14:00:00,40.0,-7.0,0.0,0.0,65.0,3.1,99.0,3.0
2021-12-02 14:00:00,43.0,-6.0,,,60.0,3.6,92.0,1.0
2021-12-02 14:00:00,46.0,-1.0,0.0,0.0,45.0,3.4,111.0,3.0
2021-12-02 14:00:00,49.0,1.0,,,45.0,2.2,72.0,3.0
2021-12-02 14:00:00,52.0,-1.0,0.0,0.0,65.0,2.2,69.0,3.0
2021-12-02 14:00:00,55.0,-1.0,,,75.0,3.8,22.0,4.0
2021-12-02 14:00:00,58.0,-2.0,1.0,1.0,80.0,3.9,24.0,4.0
2021-12-02 17:00:00,4.0,-3.0,,,50.0,3.7,343.0,1.0
2021-12-02 17:00:00,7.0,-4.0,0.0,0.0,55.0,4.4,337.0,1.0
2021-12-02 17:00:00,10.0,-4.0,,,55.0,3.7,357.0,4.0
2021-12-02 17:00:00,13.0,-5.0,0.0,0.0,60.0,2.2,51.0,4.0
2021-12-02 17:00:00,16.0,-5.0,,,55.0,2.4,92.0,4.0
2021-12-02 17:00:00,19.0,-2.0,0.0,0.0,45.0,2.7,22.0,4.0
2021-12-02 17:00:00,22.0,-2.0,,,45.0,3.1,351.0,3.0
2021-12-02 17:00:00,25.0,-3.0,0.0,0.0,60.0,1.3,351.0,3.0
2021-12-02 17:00:00,28.0,-4.0,,,65.0,1.1,350.0,1.0
2021-12-02 17:00:00,31.0,-4.0,0.0,0.0,65.0,1.4,34.0,1.0
2021-12-02 17:00:00,34.0,-5.0,,,65.0,1.8,61.0,3.0
2021-12-02 17:00:00,37.0,-6.0,0.0,0.0,65.0,3.0,76.0,3.0
2021-12-02 17:00:00,40.0,-5.0,,,55.0,2.8,72.0,1.0
2021-12-02 17:00:00,43.0,-1.0,0.0,0.0,45.0,1.5,86.0,3.0
2021-12-02 17:00:00,46.0,1.0,,,40.0,3.2,16.0,3.0
2021-12-02 17:00:00,49.0,-1.0,0.0,0.0,60.0,2.5,69.0,3.0
2021-12-02 17:00:00,52.0,-2.0,,,65.0,2.2,80.0,4.0
2021-12-02 17:00:00,55.0,-1.0,1.0,1.0,70.0,2.0,49.0,4.0
2021-12-02 20:00:00,4.0,-4.0,0.0,0.0,55.0,4.4,337.0,1.0
2021-12-02 20:00:00,7.0,-4.0,,,55.0,3.7,357.0,4.0
2021-12-02 20:00:00,10.0,-5.0,0.0,0.0,60.0,2.2,51.0,4.0
2021-12-02 20:00:00,13.0,-5.0,,,55.0,2.4,92.0,4.0
2021-12-02 20:00:00,16.0,-2.0,0.0,0.0,45.0,2.7,22.0,4.0
2021-12-02 20:00:00,19.0,-2.0,,,45.0,3.1,351.0,3.0
2021-12-02 20:00:00,22.0,-3.0,0.0,0.0,60.0,1.3,351.0,3.0
2021-12-02 20:00:00,25.0,-4.0,,,65.0,1.1,350.0,1.0
2021-12-02 20:00:00,28.0,-4.0,0.0,0.0,65.0,1.4,34.0,1.0
2021-12-02 20:00:00,31.0,-5.0,,,65.0,1.8,61.0,3.0
2021-12-02 20:00:00,34.0,-6.0,0.0,0.0,65.0,3.0,76.0,3.0
2021-12-02 20:00:00,37.0,-5.0,,,55.0,2.8,72.0,1.0
2021-12-02 20:00:00,40.0,-1.0,0.0,0.0,45.0,1.5,86.0,3.0
2021-12-02 20:00:00,43.0,1.0,,,40.0,3.2,16.0,3.0
2021-12-02 20:00:00,46.0,-1.0,0.0,0.0,60.0,2.5,69.0,3.0
2021-12-02 20:00:00,49.0,-2.0,,,65.0,2.2,80.0,4.0
2021-12-02 20:00:00,52.0,-1.0,1.0,1.0,70.0,2.0,49.0,4.0
2021-12-02 23:00:00,4.0,-4.0,,,55.0,3.7,357.0,4.0
2021-12-02 23:00:00,7.0,-5.0,0.0,0.0,60.0,2.2,51.0,4.0
2021-12-02 23:00:00,10.0,-5.0,,,55.0,2.4,92.0,4.0
2021-12-02 23:00:00,13.0,-2.0,0.0,0.0,45.0,2.7,22.0,4.0
2021-12-02 23:00:00,16.0,-2.0,,,45.0,3.1,351.0,3.0
2021-12-02 23:00:00,19.0,-3.0,0.0,0.0,60.0,1.3,351.0,3.0
2021-12-02 23:00:00,22.0,-4.0,,,65.0,1.1,350.0,1.0
2021-12-02 23:00:00,25.0,-4.0,0.0,0.0,65.0,1.4,34.0,1.0
2021-12-02 23:00:00,28.0,-5.0,,,65.0,1.8,61.0,3.0
2021-12-02 23:00:00,31.0,-6.0,0.0,0.0,65.0,3.0,76.0,3.0
2021-12-02 23:00:00,34.0,-5.0,,,55.0,2.8,72.0,1.0
2021-12-02 23:00:00,37.0,-1.0,0.0,0.0,45.0,1.5,86.0,3.0
2021-12-02 23:00:00,40.0,1.0,,,40.0,3.2,16.0,3.0
2021-12-02 23:00:00,43.0,-1.0,0.0,0.0,60.0,2.5,69.0,3.0
2021-12-02 23:00:00,46.0,-2.0,,,65.0,2.2,80.0,4.0
2021-12-02 23:00:00,49.0,-1.0,1.0,1.0,70.0,2.0,49.0,4.0
2021-12-03 02:00:00,4.0,-5.0,0.0,0.0,60.0,2.2,51.0,4.0
2021-12-03 02:00:00,7.0,-5.0,,,55.0,2.4,92.0,4.0
2021-12-03 02:00:00,10.0,-2.0,0.0,0.0,45.0,2.7,22.0,4.0
2021-12-03 02:00:00,13.0,-2.0,,,45.0,3.1,351.0,3.0
2021-12-03 02:00:00,16.0,-3.0,0.0,0.0,60.0,1.3,351.0,3.0
2021-12-03 02:00:00,19.0,-4.0,,,65.0,1.1,350.0,1.0
2021-12-03 02:00:00,22.0,-4.0,0.0,0.0,65.0,1.4,34.0,1.0
2021-12-03 02:00:00,25.0,-5.0,,,65.0,1.8,61.0,3.0
2021-12-03 02:00:00,28.0,-6.0,0.0,0.0,65.0,3.0,76.0,3.0
2021-12-03 02:00:00,31.0,-5.0,,,55.0,2.8,72.0,1.0
2021-12-03 02:00:00,34.0,-1.0,0.0,0.0,45.0,1.5,86.0,3.0
2021-12-03 02:00:00,37.0,1.0,,,40.0,3.2,16.0,3.0
2021-12-03 02:00:00,40.0,-1.0,0.0,0.0,60.0,2.5,69.0,3.0
2021-12-03 02:00:00,43.0,-2.0,,,65.0,2.2,80.0,4.0
2021-12-03 02:00:00,46.0,-1.0,1.0,1.0,70.0,2.0,49.0,4.0
2021-12-03 05:00:00,4.0,-4.0,,,55.0,2.5,27.0,3.0
2021-12-03 05:00:00,7.0,-2.0,0.0,0.0,40.0,4.3,357.0,4.0
2021-12-03 05:00:00,10.0,-2.0,,,45.0,3.9,348.0,3.0
2021-12-03 05:00:00,13.0,-3.0,0.0,0.0,55.0,2.0,330.0,3.0
2021-12-03 05:00:00,16.0,-4.0,,,60.0,1.6,11.0,1.0
2021-12-03 05:00:00,19.0,-4.0,0.0,0.0,65.0,1.3,72.0,1.0
2021-12-03 05:00:00,22.0,-5.0,,,60.0,3.0,46.0,3.0
2021-12-03 05:00:00,25.0,-6.0,0.0,0.0,55.0,3.0,73.0,3.0
2021-12-03 05:00:00,28.0,-5.0,,,50.0,3.4,75.0,1.0
2021-12-03 05:00:00,31.0,-1.0,0.0,0.0,40.0,2.7,92.0,3.0
2021-12-03 05:00:00,34.0,1.0,,,40.0,1.8,96.0,3.0
2021-12-03 05:00:00,37.0,-1.0,0.0,0.0,60.0,2.6,94.0,3.0
2021-12-03 05:00:00,40.0,-1.0,,,70.0,1.9,47.0,4.0
2021-12-03 05:00:00,43.0,-1.0,1.0,1.0,75.0,3.1,29.0,4.0
2021-12-03 05:00:00,46.0,-2.0,,,75.0,5.3,12.0,4.0
2021-12-03 05:00:00,49.0,-4.0,1.0,0.0,60.0,5.5,351.0,4.0
2021-12-03 05:00:00,52.0,-4.0,,,50.0,7.2,334.0,4.0
2021-12-03 05:00:00,55.0,-4.0,0.0,0.0,40.0,8.2,327.0,3.0
2021-12-03 05:00:00,58.0,-4.0,,,45.0,6.8,327.0,1.0
2021-12-03 05:00:00,61.0,-5.0,0.0,0.0,50.0,4.4,327.0,3.0
2021-12-03 05:00:00,64.0,-6.0,,,50.0,5.2,340.0,1.0
2021-12-03 05:00:00,67.0,-7.0,0.0,0.0,55.0,4.7,343.0,1.0
2021-12-03 08:00:00,4.0,-2.0,0.0,0.0,40.0,4.3,357.0,4.0
2021-12-03 08:00:00,7.0,-2.0,,,45.0,3.9,348.0,3.0
2021-12-03 08:00:00,10.0,-3.0,0.0,0.0,55.0,2.0,330.0,3.0
2021-12-03 08:00:00,13.0,-4.0,,,60.0,1.6,11.0,1.0
2021-12-03 08:00:00,16.0,-4.0,0.0,0.0,65.0,1.3,72.0,1.0
2021-12-03 08:00:00,19.0,-5.0,,,60.0,3.0,46.0,3.0
2021-12-03 08:00:00,22.0,-6.0,0.0,0.0,55.0,3.0,73.0,3.0
2021-12-03 08:00:00,25.0,-5.0,,,50.0,3.4,75.0,1.0
2021-12-03 08:00:00,28.0,-1.0,0.0,0.0,40.0,2.7,92.0,3.0
2021-12-03 08:00:00,31.0,1.0,,,40.0,1.8,96.0,3.0
2021-12-03 08:00:00,34.0,-1.0,0.0,0.0,60.0,2.6,94.0,3.0
2021-12-03 08:00:00,37.0,-1.0,,,70.0,1.9,47.0,4.0
2021-12-03 08:00:00,40.0,-1.0,1.0,1.0,75.0,3.1,29.0,4.0
2021-12-03 08:00:00,43.0,-2.0,,,75.0,5.3,12.0,4.0
2021-12-03 08:00:00,46.0,-4.0,1.0,0.0,60.0,5.5,351.0,4.0
2021-12-03 08:00:00,49.0,-4.0,,,50.0,7.2,334.0,4.0
2021-12-03 08:00:00,52.0,-4.0,0.0,0.0,40.0,8.2,327.0,3.0
2021-12-03 08:00:00,55.0,-4.0,,,45.0,6.8,327.0,1.0
2021-12-03 08:00:00,58.0,-5.0,0.0,0.0,50.0,4.4,327.0,3.0
2021-12-03 08:00:00,61.0,-6.0,,,50.0,5.2,340.0,1.0
2021-12-03 08:00:00,64.0,-7.0,0.0,0.0,55.0,4.7,343.0,1.0
2021-12-03 11:00:00,4.0,-2.0,,,45.0,3.9,348.0,3.0
2021-12-03 11:00:00,7.0,-3.0,0.0,0.0,55.0,2.0,330.0,3.0
2021-12-03 11:00:00,10.0,-4.0,,,60.0,1.6,11.0,1.0
2021-12-03 11:00:00,13.0,-4.0,0.0,0.0,65.0,1.3,72.0,1.0
2021-12-03 11:00:00,16.0,-5.0,,,60.0,3.0,46.0,3.0
2021-12-03 11:00:00,19.0,-6.0,0.0,0.0,55.0,3.0,73.0,3.0
2021-12-03 11:00:00,22.0,-5.0,,,50.0,3.4,75.0,1.0
2021-12-03 11:00:00,25.0,-1.0,0.0,0.0,40.0,2.7,92.0,3.0
2021-12-03 11:00:00,28.0,1.0,,,40.0,1.8,96.0,3.0
2021-12-03 11:00:00,31.0,-1.0,0.0,0.0,60.0,2.6,94.0,3.0
2021-12-03 11:00:00,34.0,-1.0,,,70.0,1.9,47.0,4.0
2021-12-03 11:00:00,37.0,-1.0,1.0,1.0,75.0,3.1,29.0,4.0
2021-12-03 11:00:00,40.0,-2.0,,,75.0,5.3,12.0,4.0
2021-12-03 11:00:00,43.0,-4.0,1.0,0.0,60.0,5.5,351.0,4.0
2021-12-03 11:00:00,46.0,-4.0,,,50.0,7.2,334.0,4.0
2021-12-03 11:00:00,49.0,-4.0,0.0,0.0,40.0,8.2,327.0,3.0
2021-12-03 11:00:00,52.0,-4.0,,,45.0,6.8,327.0,1.0
2021-12-03 11:00:00,55.0,-5.0,0.0,0.0,50.0,4.4,327.0,3.0
2021-12-03 11:00:00,58.0,-6.0,,,50.0,5.2,340.0,1.0
2021-12-03 11:00:00,61.0,-7.0,0.0,0.0,55.0,4.7,343.0,1.0
2021-12-03 14:00:00,4.0,-3.0,0.0,0.0,55.0,2.0,330.0,3.0
2021-12-03 14:00:00,7.0,-4.0,,,60.0,1.6,11.0,1.0
2021-12-03 14:00:00,10.0,-4.0,0.0,0.0,65.0,1.3,72.0,1.0
2021-12-03 14:00:00,13.0,-5.0,,,60.0,3.0,46.0,3.0
2021-12-03 14:00:00,16.0,-6.0,0.0,0.0,55.0,3.0,73.0,3.0
2021-12-03 14:00:00,19.0,-5.0,,,50.0,3.4,75.0,1.0
2021-12-03 14:00:00,22.0,-1.0,0.0,0.0,40.0,2.7,92.0,3.0
